"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L32993","TestToken","org.apache.lucene.analysis.TestToken","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestToken.java","30","1","137","2","0.295","4","4","4","0.259259","0.265957","28","25","5","0","0","5","18","0","0","23","28","0.166667","0.0133333","1","1","1","5","0.0105263","1","1","1","0","0","1","74","88","47","6","0","0","5","0","5","0","111","52","28","98","3","94","108","47","6","0","0","9","0","9","0","118","54","28","105","3","0","1","59","2","24","0","23","17","0","2","0","0","1","0","30","2","0","2","0","1","0","0","0","0","0","0","0","0","8","0"
"L32835","TrivialLookaheadFilter","org.apache.lucene.analysis.TrivialLookaheadFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TrivialLookaheadFilter.java","31","1","104","2","0","0","0","0","0","0","0","0","2","3","3","12","9","1","1","16","22","0.333333","0.125","8","3","1","2","0.125","8","4","4","0","0","1","56","74","22","6","4","0","6","0","2","0","47","28","2","30","0","56","74","22","6","4","0","6","0","2","0","47","28","2","30","0","0","0","19","0","0","0","0","0","0","1","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L611","BaseTokenStreamTestCase","org.apache.lucene.analysis.BaseTokenStreamTestCase","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\BaseTokenStreamTestCase.java","61","1","948","2","0.0530468","3","11","5","0.0619369","0.0568513","55","39","6","6","6","178","29","311","1260","62","106","0.228571","0.139276","100","26","8","27","0.1425","114","1","1","206","288","1","618","807","47","6","0","0","44","0","34","0","150","403","28","127","3","686","888","58","8","11","2","52","1","41","0","161","426","29","137","3","0","6","197","16","61","0","31","21","37","1","13","0","7","6","104","0","0","7","0","3","0","0","0","0","2","0","0","0","48","0"
"L33412","CannedBinaryTokenStream","org.apache.lucene.analysis.CannedBinaryTokenStream","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\CannedBinaryTokenStream.java","32","1","137","2","0","0","0","0","0","0","0","0","1","1","1","3","7","2","2","7","9","0.333333","0.1875","6","4","1","2","0.138298","13","2","2","0","0","1","26","39","13","6","6","0","2","0","2","0","32","11","2","26","0","81","106","19","8","12","1","13","0","13","2","48","25","2","42","2","0","0","39","1","14","0","1","0","12","1","0","0","0","0","33","1","0","0","0","1","0","0","0","0","1","0","0","0","4","0"
"L15496","CannedTokenStream","org.apache.lucene.analysis.CannedTokenStream","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\CannedTokenStream.java","31","1","81","2","0","0","0","0","0","0","0","0","1","1","1","5","10","25","56","16","20","0.4","0.14","7","5","2","3","0.14","7","2","2","0","0","1","43","51","16","6","9","0","4","0","4","0","34","20","2","28","0","43","51","16","6","9","0","4","0","4","0","34","20","2","28","0","0","0","15","2","1","0","2","0","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0"
"L33506","CollationTestBase","org.apache.lucene.analysis.CollationTestBase","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\CollationTestBase.java","56","1","327","2","0","0","0","0","0","0","0","0","3","2","2","18","33","4","26","45","52","0.333333","0.196429","44","21","2","4","0.179592","44","1","1","4","4","1","180","251","51","6","4","0","7","0","5","0","113","132","28","98","3","201","272","51","6","4","0","8","0","6","0","114","146","28","99","3","0","0","36","14","16","0","12","0","4","1","0","0","6","2","20","0","0","12","0","0","0","0","0","0","0","0","0","0","9","0"
"L6251","CrankyTokenFilter","org.apache.lucene.analysis.CrankyTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\CrankyTokenFilter.java","29","1","71","2","0","0","0","0","0","0","0","0","1","1","1","13","2","3","1","5","10","0.333333","0.159091","7","7","2","4","0.159091","7","3","3","0","0","1","37","43","10","6","2","0","5","0","5","0","39","15","2","32","0","37","43","10","6","2","0","5","0","5","0","39","15","2","32","0","0","0","15","0","2","0","0","0","2","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L32800","LookaheadTokenFilter<T extends Position>","org.apache.lucene.analysis.LookaheadTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\LookaheadTokenFilter.java","38","1","291","2","0.111732","1","8","2","0.110236","0.141176","28","24","1","6","5","36","8","5","15","16","24","1","0.251282","49","25","2","0","0.244444","55","3","3","4","4","1","146","220","18","6","10","0","8","0","1","0","43","89","2","29","0","170","254","26","8","14","0","12","4","4","0","54","97","6","37","0","0","0","50","12","1","0","11","9","1","0","5","0","0","0","25","1","0","0","0","0","0","0","0","0","0","0","0","0","11","0"
"L6723","MockAnalyzer","org.apache.lucene.analysis.MockAnalyzer","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockAnalyzer.java","44","1","170","2","0","0","0","0","0","0","0","0","1","4","3","22","9","306","1091","9","20","0.727273","0.404412","55","49","8","3","0.404412","55","1","1","0","0","1","81","127","14","6","9","2","11","0","10","4","22","39","2","19","5","81","127","14","6","9","2","11","0","10","4","22","39","2","19","5","0","0","14","4","6","0","4","0","3","0","1","0","0","2","9","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0"
"L33753","MockBytesAnalyzer","org.apache.lucene.analysis.MockBytesAnalyzer","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockBytesAnalyzer.java","25","1","32","2","0","0","0","0","0","0","0","0","1","0","0","1","5","1","0","2","3","1","0.272727","3","3","1","0","0.272727","3","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L6227","MockCharFilter","org.apache.lucene.analysis.MockCharFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockCharFilter.java","28","1","104","2","0.202429","1","4","1","0.142857","0.189655","11","11","1","2","2","17","1","7","6","1","7","0.5","0.134328","9","4","3","3","0.134328","9","1","1","0","0","1","58","77","6","0","5","0","6","0","5","0","9","35","0","7","0","58","77","6","0","5","0","6","0","5","0","9","35","0","7","0","0","0","21","1","12","0","1","10","11","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L6230","MockFixedLengthPayloadFilter","org.apache.lucene.analysis.MockFixedLengthPayloadFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockFixedLengthPayloadFilter.java","29","1","55","2","0","0","0","0","0","0","0","0","1","1","1","4","5","4","3","5","7","0.333333","0.107143","3","3","1","2","0.107143","3","3","3","0","0","1","25","27","12","6","4","0","2","0","2","0","36","11","2","29","0","25","27","12","6","4","0","2","0","2","0","36","11","2","29","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L6233","MockGraphTokenFilter","org.apache.lucene.analysis.MockGraphTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockGraphTokenFilter.java","32","1","123","2","0","0","0","0","0","0","0","0","2","3","3","17","11","13","11","18","24","0.2","0.182927","15","4","1","4","0.182927","15","4","4","0","0","1","67","92","22","6","4","0","6","0","4","0","47","31","2","32","0","67","92","22","6","4","0","6","0","4","0","47","31","2","32","0","0","0","19","5","1","0","4","0","0","1","0","0","2","0","13","0","0","1","0","0","0","0","0","0","1","0","0","0","3","0"
"L6236","MockHoleInjectingTokenFilter","org.apache.lucene.analysis.MockHoleInjectingTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockHoleInjectingTokenFilter.java","35","1","82","2","0","0","0","0","0","0","0","0","1","2","2","7","6","3","2","8","11","0.25","0.2","9","6","1","3","0.2","9","3","3","0","0","1","36","48","14","6","6","0","3","0","3","0","37","17","2","30","0","36","48","14","6","6","0","3","0","3","0","37","17","2","30","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L33848","MockPayloadAnalyzer","org.apache.lucene.analysis.MockPayloadAnalyzer","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockPayloadAnalyzer.java","35","1","42","2","0","0","0","0","0","0","0","0","1","0","0","1","5","2","0","3","4","0.5","0.416667","5","5","1","1","0.416667","5","1","1","0","0","1","7","8","5","4","0","0","1","0","1","0","12","2","2","10","1","7","8","5","4","0","0","1","0","1","0","12","2","2","10","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L33854","MockPayloadFilter","org.apache.lucene.analysis.MockPayloadFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockPayloadAnalyzer.java","48","1","94","2","0","0","0","0","0","0","0","0","1","2","2","6","7","1","1","7","10","0.25","0.0888889","4","4","1","3","0.0888889","4","3","3","0","0","1","41","47","14","6","6","0","3","0","3","0","37","21","2","30","0","41","47","14","6","6","0","3","0","3","0","37","21","2","30","0","0","0","12","0","6","0","0","0","6","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L6239","MockRandomLookaheadTokenFilter","org.apache.lucene.analysis.MockRandomLookaheadTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockRandomLookaheadTokenFilter.java","29","1","99","2","0","0","0","0","0","0","0","0","2","5","5","18","5","3","1","5","10","0.2","0.0454545","3","3","1","4","0.0454545","3","4","4","0","0","1","63","71","22","6","4","0","5","0","4","0","46","29","2","31","0","63","71","22","6","4","0","5","0","4","0","46","29","2","31","0","0","0","20","6","0","0","6","0","0","1","3","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L6793","MockReaderWrapper","org.apache.lucene.analysis.MockReaderWrapper","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockReaderWrapper.java","29","1","98","2","0","0","0","0","0","0","0","0","4","1","1","14","1","2","2","1","9","0.222222","0.0967742","6","3","2","7","0.0967742","6","0","0","0","0","0","56","70","5","0","5","0","8","0","8","0","8","24","0","8","0","56","70","5","0","5","0","8","0","8","0","8","24","0","8","0","0","0","18","1","2","0","0","0","0","1","0","0","0","1","17","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L6242","MockTokenFilter","org.apache.lucene.analysis.MockTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockTokenFilter.java","39","1","103","2","0","0","0","0","0","0","0","0","1","2","2","6","8","24","5","12","16","0.4","0.307692","20","16","2","3","0.307692","20","3","3","0","0","1","45","65","14","6","6","0","4","2","4","0","38","13","4","31","0","45","65","14","6","6","0","4","2","4","0","38","13","4","31","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"L906","MockTokenizer","org.apache.lucene.analysis.MockTokenizer","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockTokenizer.java","45","1","294","2","0","0","0","0","0","0","0","0","1","5","4","46","11","417","509","14","30","0.333333","0.181034","42","28","4","8","0.205645","51","3","3","0","0","1","190","243","27","6","17","0","16","4","11","2","53","104","6","38","4","197","250","33","6","23","0","16","10","11","2","53","104","12","38","4","0","0","44","0","11","0","1","0","6","0","3","0","1","2","27","0","0","0","0","0","0","0","0","0","2","0","0","0","13","0"
"L34036","MockUTF16TermAttributeImpl","org.apache.lucene.analysis.MockUTF16TermAttributeImpl","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockUTF16TermAttributeImpl.java","30","1","44","2","0","0","0","0","0","0","0","0","1","0","0","1","3","2","0","3","4","0.5","0.294118","5","5","1","1","0.294118","5","3","5","0","0","1","12","15","5","1","1","0","1","1","1","0","30","5","1","28","2","12","15","5","1","1","0","1","1","1","0","30","5","1","28","2","0","0","7","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L6245","MockVariableLengthPayloadFilter","org.apache.lucene.analysis.MockVariableLengthPayloadFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\MockVariableLengthPayloadFilter.java","29","1","54","2","0","0","0","0","0","0","0","0","1","1","1","3","5","5","4","5","7","0.333333","0.115385","3","3","1","2","0.115385","3","3","3","0","0","1","23","26","13","6","5","0","2","0","2","0","36","9","2","29","0","23","26","13","6","5","0","2","0","2","0","36","9","2","29","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L32772","TokenStreamToDot","org.apache.lucene.analysis.TokenStreamToDot","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\TokenStreamToDot.java","29","1","159","2","0","0","0","0","0","0","0","0","1","3","3","19","6","2","3","9","15","0.666667","0.149123","17","6","2","1","0.149123","17","0","0","0","0","0","97","131","8","0","8","0","6","0","2","0","6","60","0","2","0","97","131","8","0","8","0","6","0","2","0","6","60","0","2","0","0","0","13","1","1","0","1","0","1","0","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L6248","ValidatingTokenFilter","org.apache.lucene.analysis.ValidatingTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\ValidatingTokenFilter.java","40","1","151","2","0.296736","1","6","2","0.232143","0.219178","26","16","2","3","3","18","7","3","1","9","13","0.4","0.262626","26","12","2","3","0.262626","26","3","3","0","0","1","73","112","18","6","10","0","4","0","4","0","38","38","2","31","0","73","112","18","6","10","0","4","0","4","0","38","38","2","31","0","0","0","24","0","1","0","0","12","0","1","1","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"L34138","VocabularyAssert","org.apache.lucene.analysis.VocabularyAssert","L128","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\analysis\VocabularyAssert.java","33","1","84","2","0","0","0","0","0","0","0","0","2","2","2","8","2","21","23","1","5","1","0.117647","6","5","5","0","0.117647","6","0","0","0","0","0","45","52","0","0","0","0","4","0","4","0","4","26","0","4","0","45","52","0","0","0","0","4","0","4","0","4","26","0","4","0","0","0","11","0","3","0","0","0","1","1","0","0","0","0","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L34184","CollationAttributeFactory","org.apache.lucene.collation.CollationAttributeFactory","L34163","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\collation\CollationAttributeFactory.java","70","1","98","2","0","0","0","0","0","0","0","0","1","0","0","3","4","1","1","2","5","0.75","0.8","56","56","3","1","0.8","56","2","2","0","0","1","14","29","7","1","1","0","3","0","3","0","11","4","1","7","0","14","29","7","1","1","0","3","0","3","0","11","4","1","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L34213","CollationKeyAnalyzer","org.apache.lucene.collation.CollationKeyAnalyzer","L34163","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\collation\CollationKeyAnalyzer.java","85","1","122","2","0.511905","1","2","1","0.289474","0.44","11","11","1","1","1","4","6","2","3","7","10","1","0.725275","66","66","3","0","0.725275","66","1","1","0","0","1","25","38","8","4","3","0","3","0","2","0","14","9","2","12","1","25","38","8","4","3","0","3","0","2","0","14","9","2","12","1","0","0","15","0","0","0","0","11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
